project,run_dir,run_start_ts,run_group,env,seed,subgoal,critic_type,gap,wmax,horizon_K,h_a,train_N,train_eval_N,lambda,kappa_b,kappa_d,gamma,batch_size,train_epochs,final_eval_episodes,config_key,duplicate_index,duplicate_count,eval_epoch,eval_n,eval_episodes,eval_score_type,IDM,ACTOR,idm_tasks,actor_tasks,eval_timestamp,eval_source
Pathbridger_flow,20260609_021354_seed0_puzzle-4x4-play-v0,2026-06-09T02:13:54,tune_g1_p4_w10_g995,puzzle-4x4-play-v0,0,diag_gaussian,trl,1.0,10.0,25,5,1,4,2.0,0.9,0.9,0.995,1024,600,25,proj=Pathbridger_flow|group=tune_g1_p4_w10_g995|env=puzzle-4x4-play-v0|gap=1.0|wmax=10.0|h=25|train_n=1|lam=2.0|kb=0.9|kd=0.9|subgoal=diag_gaussian|critic=trl,1,1,600,4,25,transitive_ratio,0.00,0.00,"1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000","1:0.0000,2:0.0000,3:0.0000,4:0.0000,5:0.0000",,run_log_final
Pathbridger_flow,20260609_042719_seed0_cube-triple-play-v0,2026-06-09T04:27:19,tune_g1_ct_w5_g999,cube-triple-play-v0,0,diag_gaussian,trl,1.0,5.0,25,5,1,4,1.0,0.9,0.9,0.999,4096,600,25,proj=Pathbridger_flow|group=tune_g1_ct_w5_g999|env=cube-triple-play-v0|gap=1.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.9|kd=0.9|subgoal=diag_gaussian|critic=trl,1,1,600,4,25,transitive_ratio,0.18,0.23,"1:0.8800,2:0.0000,3:0.0400,4:0.0000,5:0.0000","1:0.9600,2:0.1600,3:0.0400,4:0.0000,5:0.0000",,run_log_final
Pathbridger_flow,20260609_093823_seed0_cube-triple-play-v0,2026-06-09T09:38:23,tune_g1_ct_w5_g995,cube-triple-play-v0,0,diag_gaussian,trl,1.0,5.0,25,5,1,4,1.0,0.9,0.9,0.995,4096,600,25,proj=Pathbridger_flow|group=tune_g1_ct_w5_g995|env=cube-triple-play-v0|gap=1.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.9|kd=0.9|subgoal=diag_gaussian|critic=trl,1,1,600,4,25,transitive_ratio,0.21,0.22,"1:1.0000,2:0.0000,3:0.0000,4:0.0400,5:0.0000","1:1.0000,2:0.0000,3:0.0800,4:0.0000,5:0.0000",,run_log_final
Pathbridger_flow,20260609_144912_seed0_cube-triple-play-v0,2026-06-09T14:49:12,tune_g1_ct_w10_g999,cube-triple-play-v0,0,diag_gaussian,trl,1.0,10.0,25,5,1,4,1.0,0.9,0.9,0.999,4096,600,25,proj=Pathbridger_flow|group=tune_g1_ct_w10_g999|env=cube-triple-play-v0|gap=1.0|wmax=10.0|h=25|train_n=1|lam=1.0|kb=0.9|kd=0.9|subgoal=diag_gaussian|critic=trl,1,1,600,4,25,transitive_ratio,0.22,0.22,"1:0.9200,2:0.0800,3:0.0400,4:0.0400,5:0.0000","1:1.0000,2:0.0400,3:0.0000,4:0.0400,5:0.0000",,run_log_final
Pathbridger_flow,20260609_235715_seed0_antmaze-giant-navigate-v0,2026-06-09T23:57:15,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,2,600,4,25,transitive_ratio,0.12,0.19,"1:0.0400,2:0.1200,3:0.0800,4:0.0400,5:0.3200","1:0.0000,2:0.1600,3:0.1200,4:0.2800,5:0.4000",,run_log_final
Pathbridger_flow,20260610_040156_seed0_antmaze-large-navigate-v0,2026-06-10T04:01:56,FlowGap10W5TRL_rd_sd_antmaze_large,antmaze-large-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.9,0.9,0.995,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_large|env=antmaze-large-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,2,600,4,25,transitive_ratio,0.66,0.56,"1:0.5200,2:0.6800,3:0.9600,4:0.5600,5:0.5600","1:0.3200,2:0.4400,3:0.9600,4:0.5200,5:0.5600",,run_log_final
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,2,25,transitive_ratio,0.272,0.34400000000000003,"1:0.0800,2:0.3600,3:0.1200,4:0.2400,5:0.5600","1:0.0000,2:0.3600,3:0.2800,4:0.4000,5:0.6800",2026-06-24T17:14:02Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,2,25,transitive_ratio,0.11200000000000002,0.128,"1:0.0400,2:0.2000,3:0.0000,4:0.0800,5:0.2400","1:0.0400,2:0.2000,3:0.0800,4:0.0000,5:0.3200",2026-06-24T17:04:30Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,8,25,transitive_ratio,0.344,0.35200000000000004,"1:0.0800,2:0.3600,3:0.2000,4:0.3600,5:0.7200","1:0.0000,2:0.4800,3:0.3200,4:0.3200,5:0.6400",2026-06-24T17:33:26Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,8,25,transitive_ratio,0.176,0.28,"1:0.0400,2:0.2000,3:0.1200,4:0.0800,5:0.4400","1:0.0800,2:0.2000,3:0.1600,4:0.1600,5:0.8000",2026-06-24T17:23:50Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,16,25,transitive_ratio,0.312,0.344,"1:0.0800,2:0.4000,3:0.1200,4:0.2400,5:0.7200","1:0.0800,2:0.3600,3:0.2800,4:0.2800,5:0.7200",2026-06-24T17:52:53Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,16,25,transitive_ratio,0.136,0.16799999999999998,"1:0.0800,2:0.0400,3:0.0000,4:0.1600,5:0.4000","1:0.0000,2:0.1200,3:0.0800,4:0.1600,5:0.4800",2026-06-24T17:43:25Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,32,25,transitive_ratio,0.20800000000000002,0.376,"1:0.0800,2:0.0800,3:0.2000,4:0.0800,5:0.6000","1:0.0400,2:0.4000,3:0.4000,4:0.1600,5:0.8800",2026-06-24T18:12:29Z,eval_results_json
Pathbridger_flow,20260610_102004_seed0_antmaze-giant-navigate-v0,2026-06-10T10:20:04,FlowGap10W5TRL_rd_sd_antmaze_giant,antmaze-giant-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.8,0.8,0.999,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_giant|env=antmaze-giant-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,2,2,600,32,25,transitive_ratio,0.10400000000000001,0.192,"1:0.0000,2:0.0400,3:0.0400,4:0.2400,5:0.2000","1:0.0400,2:0.1600,3:0.0400,4:0.1200,5:0.6000",2026-06-24T18:02:51Z,eval_results_json
Pathbridger_flow,20260610_195823_seed0_antmaze-large-navigate-v0,2026-06-10T19:58:23,FlowGap10W5TRL_rd_sd_antmaze_large,antmaze-large-navigate-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.0,0.9,0.9,0.995,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_antmaze_large|env=antmaze-large-navigate-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,2,2,600,4,25,transitive_ratio,0.49,0.60,"1:0.2800,2:0.4400,3:0.8000,4:0.4800,5:0.4400","1:0.4800,2:0.4000,3:0.8400,4:0.7200,5:0.5600",,run_log_final
Pathbridger_flow,20260611_052711_seed0_cube-double-play-v0,2026-06-11T05:27:11,FlowGap10W5TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.656,0.696,"1:0.8800,2:0.8400,3:0.6800,4:0.1600,5:0.7200","1:0.8800,2:0.9200,3:0.8000,4:0.2400,5:0.6400",2026-06-17T13:04:08Z,eval_results_json
Pathbridger_flow,20260611_052711_seed0_cube-double-play-v0,2026-06-11T05:27:11,FlowGap10W5TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.648,0.672,"1:1.0000,2:0.6000,3:0.6000,4:0.4000,5:0.6400","1:0.9200,2:0.7600,3:0.6800,4:0.3200,5:0.6800",2026-06-17T13:09:51Z,eval_results_json
Pathbridger_flow,20260611_052711_seed0_cube-double-play-v0,2026-06-11T05:27:11,FlowGap10W5TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,32,25,transitive_ratio,0.48,0.5760000000000001,"1:0.7600,2:0.5600,3:0.2800,4:0.1600,5:0.6400","1:0.9200,2:0.7200,3:0.4400,4:0.2000,5:0.6000",2026-06-17T13:15:00Z,eval_results_json
Pathbridger_flow,20260611_143919_seed0_cube-triple-play-v0,2026-06-11T14:39:19,FlowGap10W5TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.44800000000000006,0.376,"1:1.0000,2:0.6400,3:0.3600,4:0.2000,5:0.0400","1:0.8400,2:0.4000,3:0.4400,4:0.1600,5:0.0400",2026-06-17T13:25:27Z,eval_results_json
Pathbridger_flow,20260611_143919_seed0_cube-triple-play-v0,2026-06-11T14:39:19,FlowGap10W5TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.304,0.42400000000000004,"1:0.6800,2:0.2000,3:0.4800,4:0.0400,5:0.1200","1:0.8000,2:0.5200,3:0.6400,4:0.1200,5:0.0400",2026-06-17T13:36:40Z,eval_results_json
Pathbridger_flow,20260611_143919_seed0_cube-triple-play-v0,2026-06-11T14:39:19,FlowGap10W5TRL_rd_sd_cube_triple,cube-triple-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,1.0,0.8,0.8,0.995,4096,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_cube_triple|env=cube-triple-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=1.0|kb=0.8|kd=0.8|subgoal=flow|critic=trl,1,1,600,32,25,transitive_ratio,0.26400000000000007,0.30400000000000005,"1:0.6400,2:0.2000,3:0.2800,4:0.0800,5:0.1200","1:0.6800,2:0.2000,3:0.5200,4:0.0800,5:0.0400",2026-06-17T13:48:21Z,eval_results_json
Pathbridger_flow,20260612_050602_seed0_puzzle-3x3-play-v0,2026-06-12T05:06:02,FlowGap10W5TRL_rd_sd_puzzle_3x3,puzzle-3x3-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,0.5,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_puzzle_3x3|env=puzzle-3x3-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=0.5|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.28,0.29,"1:0.8800,2:0.2000,3:0.1600,4:0.0400,5:0.1200","1:0.7600,2:0.2400,3:0.1600,4:0.1600,5:0.1200",,run_log_final
Pathbridger_flow,20260612_100719_seed0_puzzle-4x4-play-v0,2026-06-12T10:07:19,FlowGap10W5TRL_rd_sd_puzzle_4x4,puzzle-4x4-play-v0,0,flow,trl,10.0,5.0,25,5,4,4,2.0,0.9,0.9,0.995,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5TRL_rd_sd_puzzle_4x4|env=puzzle-4x4-play-v0|gap=10.0|wmax=5.0|h=25|train_n=4|lam=2.0|kb=0.9|kd=0.9|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.15,0.24,"1:0.1600,2:0.2000,3:0.0800,4:0.1200,5:0.2000","1:0.3200,2:0.2000,3:0.1600,4:0.2400,5:0.2800",,run_log_final
Pathbridger_flow,20260617_233620_seed0_cube-double-play-v0,2026-06-17T23:36:20,FlowGap10W5N1TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,1,25,transitive_ratio,0.496,0.496,"1:0.7600,2:0.5200,3:0.6000,4:0.2000,5:0.4000","1:0.8400,2:0.5600,3:0.6000,4:0.0800,5:0.4000",2026-06-17T17:39:12Z,eval_results_json
Pathbridger_flow,20260617_233620_seed0_cube-double-play-v0,2026-06-17T23:36:20,FlowGap10W5N1TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,4,25,transitive_ratio,0.72,0.56,"1:0.8800,2:0.8000,3:0.9200,4:0.4000,5:0.6000","1:0.8400,2:0.6400,3:0.7600,4:0.0400,5:0.5200",2026-06-18T06:16:49Z,eval_results_json
Pathbridger_flow,20260617_233620_seed0_cube-double-play-v0,2026-06-17T23:36:20,FlowGap10W5N1TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,8,25,transitive_ratio,0.672,0.6080000000000001,"1:0.8000,2:0.8800,3:0.7200,4:0.3600,5:0.6000","1:0.9200,2:0.6000,3:0.6800,4:0.2400,5:0.6000",2026-06-18T06:21:27Z,eval_results_json
Pathbridger_flow,20260617_233620_seed0_cube-double-play-v0,2026-06-17T23:36:20,FlowGap10W5N1TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,16,25,transitive_ratio,0.576,0.568,"1:0.9600,2:0.5600,3:0.6000,4:0.4400,5:0.3200","1:0.8800,2:0.3600,3:0.6400,4:0.3600,5:0.6000",2026-06-18T06:26:18Z,eval_results_json
Pathbridger_flow,20260617_233620_seed0_cube-double-play-v0,2026-06-17T23:36:20,FlowGap10W5N1TRL_rd_sd_cube_double,cube-double-play-v0,0,flow,trl,10.0,5.0,25,5,1,1,1.0,0.6,0.6,0.99,1024,600,25,proj=Pathbridger_flow|group=FlowGap10W5N1TRL_rd_sd_cube_double|env=cube-double-play-v0|gap=10.0|wmax=5.0|h=25|train_n=1|lam=1.0|kb=0.6|kd=0.6|subgoal=flow|critic=trl,1,1,600,32,25,transitive_ratio,0.5760000000000001,0.504,"1:0.8800,2:0.5600,3:0.7600,4:0.2000,5:0.4800","1:0.8800,2:0.5200,3:0.4800,4:0.1600,5:0.4800",2026-06-18T06:31:27Z,eval_results_json
